x[nm]                    Gamma[eV]                L_1[eV]                  L_2[eV]                  L_3[eV]                  L_4[eV]                  X_1[eV]                  X_2[eV]                  X_3[eV]                  HH[eV]                   LH[eV]                   SO[eV]                   electron_Fermi_level[eV] hole_Fermi_level[eV]    
-1315.0002               1.3138792032889          0.77106225292536         0.77106225292536         0.77106225292536         0.77106225292536         0.45151946434216         0.45151946434216         1.0194664265931          -0.10255196459759        -0.24821611319646        -0.73576219944047        -0                       -0
-1314.9998               1.3239294827011          0.77339228021646         0.77339228021646         0.77339228021646         0.77339228021646         0.44776997033281         0.44776997033281         1.0110821768582          -0.1100273094271         -0.25455633614196        -0.73741157301622        -0                       -0
-1265.0002               1.3239406363913          0.77340343390665         0.77340343390665         0.77340343390665         0.77340343390665         0.447781124023           0.447781124023           1.0110933305484          -0.11001615573691        -0.25454518245177        -0.73740041932604        -0                       -0
-1264.9998               1.3339902945745          0.77574550372869         0.77574550372869         0.77574550372869         0.77574550372869         0.4440727476845          0.4440727476845          1.0027482229274          -0.11747446176392        -0.2608686973747         -0.73904546108914        -0                       -0
-1215.0002               1.3340014722769          0.77575668143113         0.77575668143113         0.77575668143113         0.77575668143113         0.44408392538694         0.44408392538694         1.0027594006299          -0.11746328406148        -0.26085751967226        -0.7390342833867         -0                       -0
-1214.9998               1.3440504999054          0.77811079379455         0.77811079379455         0.77811079379455         0.77811079379455         0.44041667001626         0.44041667001626         0.99445344536646         -0.124904539208          -0.26716431424278        -0.74067500657119        -0                       -0
-1165.0002               1.3440617017237          0.77812199561285         0.77812199561285         0.77812199561285         0.77812199561285         0.44042787183456         0.44042787183456         0.99446464718476         -0.1248933373897         -0.26715311242448        -0.74066380475289        -0                       -0
-1164.9998               1.3541100895344          0.78048815061517         0.78048815061517         0.78048815061517         0.78048815061517         0.43680174083469         0.43680174083469         0.98619785456427         -0.13231752954169        -0.27344317417497        -0.74230022257179        -0                       -0
-1115.0002               1.3541213155728          0.78049937665362         0.78049937665362         0.78049937665362         0.78049937665362         0.43681296687314         0.43681296687314         0.98620908060272         -0.13230630350325        -0.27343194813652        -0.74228899653334        -0                       -0
-1114.9998               1.3641690543651          0.78287757447863         0.78287757447863         0.78287757447863         0.78287757447863         0.43322796375215         0.43322796375215         0.97798146095174         -0.13971342051079        -0.2797052644568         -0.7439211221849         -0                       -0
-1065.0002               1.3641803047286          0.78288882484219         0.78288882484219         0.78288882484219         0.78288882484219         0.43323921411571         0.43323921411571         0.9779927113153          -0.13970217014723        -0.27969401409324        -0.74390987182134        -0                       -0
-1064.9998               1.3742273853631          0.78527906575919         0.78527906575919         0.78527906575919         0.78527906575919         0.42969534248592         0.42969534248592         0.96980427500148         -0.14709219982472        -0.2859505722255         -0.74553771849551        -0                       -0
-1015.0002               1.3742386601575          0.78529034055351         0.78529034055351         0.78529034055351         0.78529034055351         0.42970661728024         0.42970661728024         0.9698155497958          -0.1470809250304         -0.28593929743119        -0.74552644370119        -0                       -0
-1014.9998               1.3792619508262          0.78648997727886         0.78648997727886         0.78648997727886         0.78648997727886         0.42795010693165         0.42795010693165         0.96573602864138         -0.15076952830266        -0.28906128814833        -0.746338766543          -0                       -0
-965.0002                1.3792732378757          0.78650126432839         0.78650126432839         0.78650126432839         0.78650126432839         0.42796139398118         0.42796139398118         0.96574731569091         -0.15075824125313        -0.2890500010988         -0.74632747949347        -0                       -0
-964.9998                1.3792732378757          0.78650126432839         0.78650126432839         0.78650126432839         0.78650126432839         0.42796139398118         0.42796139398118         0.96574731569091         -0.15075824125313        -0.2890500010988         -0.74632747949347        -0                       -0
-911.44741015809         1.3792853269356          0.78651335338821         0.78651335338821         0.78651335338821         0.78651335338821         0.427973483041           0.427973483041           0.96575940475073         -0.15074615219331        -0.28903791203897        -0.74631539043364        -0                       -0
-911.44701015809         1.3792853269356          0.78651335338821         0.78651335338821         0.78651335338821         0.78651335338821         0.427973483041           0.427973483041           0.96575940475073         -0.15074615219331        -0.28903791203897        -0.74631539043364        -0                       -0
-854.08938416105         1.3792982749932          0.78652630144582         0.78652630144582         0.78652630144582         0.78652630144582         0.42798643109861         0.42798643109861         0.96577235280834         -0.1507332041357         -0.28902496398137        -0.74630244237604        -0                       -0
-854.08898416105         1.3792982749932          0.78652630144582         0.78652630144582         0.78652630144582         0.78652630144582         0.42798643109861         0.42798643109861         0.96577235280834         -0.1507332041357         -0.28902496398137        -0.74630244237604        -0                       -0
-792.65573792172         1.3793121430853          0.78654016953797         0.78654016953797         0.78654016953797         0.78654016953797         0.42800029919076         0.42800029919076         0.96578622090049         -0.15071933604355        -0.28901109588921        -0.74628857428388        -0                       -0
-792.65533792172         1.3793121430853          0.78654016953797         0.78654016953797         0.78654016953797         0.78654016953797         0.42800029919076         0.42800029919076         0.96578622090049         -0.15071933604355        -0.28901109588921        -0.74628857428388        -0                       -0
-726.85687499619         1.3793269965858          0.78655502303847         0.78655502303847         0.78655502303847         0.78655502303847         0.42801515269126         0.42801515269126         0.96580107440099         -0.15070448254305        -0.28899624238872        -0.74627372078339        -0                       -0
-726.85647499619         1.3793269965858          0.78655502303847         0.78655502303847         0.78655502303847         0.78655502303847         0.42801515269126         0.42801515269126         0.96580107440099         -0.15070448254305        -0.28899624238872        -0.74627372078339        -0                       -0
-656.38262143442         1.3793429055136          0.78657093196627         0.78657093196627         0.78657093196627         0.78657093196627         0.42803106161906         0.42803106161906         0.96581698332879         -0.15068857361525        -0.28898033346091        -0.74625781185558        -0                       -0
-656.38222143442         1.3793429055136          0.78657093196627         0.78657093196627         0.78657093196627         0.78657093196627         0.42803106161906         0.42803106161906         0.96581698332879         -0.15068857361525        -0.28898033346091        -0.74625781185558        -0                       -0
-580.90076362925         1.379359944863           0.78658797131562         0.78658797131562         0.78658797131562         0.78658797131562         0.42804810096841         0.42804810096841         0.96583402267814         -0.1506715342659         -0.28896329411156        -0.74624077250623        -0                       -0
-580.90036362925         1.379359944863           0.78658797131562         0.78658797131562         0.78658797131562         0.78658797131562         0.42804810096841         0.42804810096841         0.96583402267814         -0.1506715342659         -0.28896329411156        -0.74624077250623        -0                       -0
-500.0554822709          1.3793781949569          0.78660622140952         0.78660622140952         0.78660622140952         0.78660622140952         0.42806635106231         0.42806635106231         0.96585227277204         -0.150653284172          -0.28894504401767        -0.74622252241234        -0                       -0
-500.0550822709          1.3793781949569          0.78660622140952         0.78660622140952         0.78660622140952         0.78660622140952         0.42806635106231         0.42806635106231         0.96585227277204         -0.150653284172          -0.28894504401767        -0.74622252241234        -0                       -0
-413.46567502503         1.3793977418257          0.78662576827838         0.78662576827838         0.78662576827838         0.78662576827838         0.42808589793117         0.42808589793117         0.9658718196409          -0.15063373730314        -0.28892549714881        -0.74620297554348        -0                       -0
-413.46527502503         1.3793977418257          0.78662576827838         0.78662576827838         0.78662576827838         0.78662576827838         0.42808589793117         0.42808589793117         0.9658718196409          -0.15063373730314        -0.28892549714881        -0.74620297554348        -0                       -0
-320.72316002723         1.3794186776129          0.78664670406558         0.78664670406558         0.78664670406558         0.78664670406558         0.42810683371837         0.42810683371837         0.9658927554281          -0.15061280151594        -0.28890456136161        -0.74618203975628        -0                       -0
-320.72276002723         1.3794186776129          0.78664670406558         0.78664670406558         0.78664670406558         0.78664670406558         0.42810683371837         0.42810683371837         0.9658927554281          -0.15061280151594        -0.28890456136161        -0.74618203975628        -0                       -0
-221.39075172548         1.3794411010092          0.78666912746182         0.78666912746182         0.78666912746182         0.78666912746182         0.42812925711461         0.42812925711461         0.96591517882434         -0.1505903781197         -0.28888213796536        -0.74615961636003        -0                       -0
-221.39035172548         1.3794411010092          0.78666912746182         0.78666912746182         0.78666912746182         0.78666912746182         0.42812925711461         0.42812925711461         0.96591517882434         -0.1505903781197         -0.28888213796536        -0.74615961636003        -0                       -0
-115.0002                1.3794651177177          0.78669314417035         0.78669314417035         0.78669314417035         0.78669314417035         0.42815327382315         0.42815327382315         0.96593919553288         -0.15056636141117        -0.28885812125683        -0.7461355996515         -0                       -0
-114.9998                1.3794651177177          0.78669314417035         0.78669314417035         0.78669314417035         0.78669314417035         0.42815327382315         0.42815327382315         0.96593919553288         -0.15056636141117        -0.28885812125683        -0.7461355996515         -0                       -0
-15.0002                 1.3794876918168          0.78671571826941         0.78671571826941         0.78671571826941         0.78671571826941         0.4281758479222          0.4281758479222          0.96596176963193         -0.15054378731211        -0.28883554715778        -0.74611302555244        -0                       -0
-14.9998                 1.1784375060999          0.74107875490945         0.74107875490945         0.74107875490945         0.74107875490945         0.50645361178638         0.50645361178638         1.1367727662271          0.00031985766649978      -0.16070075789938        -0.71277187762768        -0                       -0
-14.0002                 1.1784404938013          0.74108174261084         0.74108174261084         0.74108174261084         0.74108174261084         0.50645659948777         0.50645659948777         1.1367757539285          0.00032284536789118      -0.16069777019799        -0.71276888992628        -0                       -0
-13.9998                 1.1784404938013          0.74108174261084         0.74108174261084         0.74108174261084         0.74108174261084         0.50645659948777         0.50645659948777         1.1367757539285          0.00032284536789118      -0.16069777019799        -0.71276888992628        -0                       -0
-13.0002                 1.1784491012931          0.74109035010263         0.74109035010263         0.74109035010263         0.74109035010263         0.50646520697956         0.50646520697956         1.1367843614203          0.00033145285967962      -0.1606891627062         -0.7127602824345         -0                       -0
-12.9998                 1.1784491012931          0.74109035010263         0.74109035010263         0.74109035010263         0.74109035010263         0.50646520697956         0.50646520697956         1.1367843614203          0.00033145285967962      -0.1606891627062         -0.7127602824345         -0                       -0
-12.0002                 1.17846355259            0.74110480139953         0.74110480139953         0.74110480139953         0.74110480139953         0.50647965827646         0.50647965827646         1.1367988127172          0.00034590415658187      -0.1606747114093         -0.71274583113759        -0                       -0
-11.9998                 1.17846355259            0.74110480139953         0.74110480139953         0.74110480139953         0.74110480139953         0.50647965827646         0.50647965827646         1.1367988127172          0.00034590415658187      -0.1606747114093         -0.71274583113759        -0                       -0
-11.0002                 1.1784842304255          0.74112547923499         0.74112547923499         0.74112547923499         0.74112547923499         0.50650033611193         0.50650033611193         1.1368194905527          0.00036658199204442      -0.16065403357384        -0.71272515330213        -0                       -0
-10.9998                 1.1784842304255          0.74112547923499         0.74112547923499         0.74112547923499         0.74112547923499         0.50650033611193         0.50650033611193         1.1368194905527          0.00036658199204442      -0.16065403357384        -0.71272515330213        -0                       -0
-10.0002                 1.1785116965786          0.74115294538806         0.74115294538806         0.74115294538806         0.74115294538806         0.50652780226499         0.50652780226499         1.1368469567058          0.00039404814510746      -0.16062656742078        -0.71269768714907        -0                       -0
-9.9998                  1.1785116965786          0.74115294538806         0.74115294538806         0.74115294538806         0.74115294538806         0.50652780226499         0.50652780226499         1.1368469567058          0.00039404814510746      -0.16062656742078        -0.71269768714907        -0                       -0
-9.0002                  1.1785467222389          0.74118797104843         0.74118797104843         0.74118797104843         0.74118797104843         0.50656282792536         0.50656282792536         1.1368819823661          0.00042907380548018      -0.1605915417604         -0.7126626614887         -0                       -0
-8.9998                  1.1785467222389          0.74118797104843         0.74118797104843         0.74118797104843         0.74118797104843         0.50656282792536         0.50656282792536         1.1368819823661          0.00042907380548018      -0.1605915417604         -0.7126626614887         -0                       -0
-8.0002                  1.1785903307066          0.74123157951614         0.74123157951614         0.74123157951614         0.74123157951614         0.50660643639307         0.50660643639307         1.1369255908338          0.00047268227319264      -0.16054793329269        -0.71261905302098        -0                       -0
-7.9998                  1.1785903307066          0.74123157951614         0.74123157951614         0.74123157951614         0.74123157951614         0.50660643639307         0.50660643639307         1.1369255908338          0.00047268227319264      -0.16054793329269        -0.71261905302098        -0                       -0
-7.0002                  1.178643855822           0.74128510463153         0.74128510463153         0.74128510463153         0.74128510463153         0.50665996150846         0.50665996150846         1.1369791159492          0.00052620738858278      -0.1604944081773         -0.71256552790559        -0                       -0
-6.9998                  1.178643855822           0.74128510463153         0.74128510463153         0.74128510463153         0.74128510463153         0.50665996150846         0.50665996150846         1.1369791159492          0.00052620738858278      -0.1604944081773         -0.71256552790559        -0                       -0
-6.0002                  1.1787090210383          0.74135026984779         0.74135026984779         0.74135026984779         0.74135026984779         0.50672512672473         0.50672512672473         1.1370442811655          0.00059137260484543      -0.16042924296104        -0.71250036268933        -0                       -0
-5.9998                  1.1787090210383          0.74135026984779         0.74135026984779         0.74135026984779         0.74135026984779         0.50672512672473         0.50672512672473         1.1370442811655          0.00059137260484543      -0.16042924296104        -0.71250036268933        -0                       -0
-5.0002                  1.1787880461901          0.74142929499958         0.74142929499958         0.74142929499958         0.74142929499958         0.50680415187652         0.50680415187652         1.1371233063173          0.00067039775663624      -0.16035021780925        -0.71242133753754        -0                       -0
-4.9998                  1.1787880461901          0.74142929499958         0.74142929499958         0.74142929499958         0.74142929499958         0.50680415187652         0.50680415187652         1.1371233063173          0.00067039775663624      -0.16035021780925        -0.71242133753754        -0                       -0
-4.0002                  1.178883792093           0.74152504090253         0.74152504090253         0.74152504090253         0.74152504090253         0.50689989777946         0.50689989777946         1.1372190522202          0.00076614365957983      -0.1602544719063         -0.7123255916346         -0                       -0
-3.9998                  1.178883792093           0.74152504090253         0.74152504090253         0.74152504090253         0.74152504090253         0.50689989777946         0.50689989777946         1.1372190522202          0.00076614365957983      -0.1602544719063         -0.7123255916346         -0                       -0
-3.0002                  1.1789999576182          0.74164120642772         0.74164120642772         0.74164120642772         0.74164120642772         0.50701606330465         0.50701606330465         1.1373352177454          0.00088230918477006      -0.16013830638111        -0.71220942610941        -0                       -0
-2.9998                  1.1789999576182          0.74164120642772         0.74164120642772         0.74164120642772         0.74164120642772         0.50701606330465         0.50701606330465         1.1373352177454          0.00088230918477006      -0.16013830638111        -0.71220942610941        -0                       -0
-2.0002                  1.1791413505899          0.74178259939935         0.74178259939935         0.74178259939935         0.74178259939935         0.50715745627628         0.50715745627628         1.137476610717           0.0010237021564017       -0.15999691340948        -0.71206803313777        -0                       -0
-1.9998                  1.1791413505899          0.74178259939935         0.74178259939935         0.74178259939935         0.74178259939935         0.50715745627628         0.50715745627628         1.137476610717           0.0010237021564017       -0.15999691340948        -0.71206803313777        -0                       -0
-1.0002                  1.1793142639778          0.7419555127873          0.7419555127873          0.7419555127873          0.7419555127873          0.50733036966423         0.50733036966423         1.137649524105           0.0011966155443492       -0.15982400002153        -0.71189511974983        -0                       -0
-0.9998                  1.1793142639778          0.7419555127873          0.7419555127873          0.7419555127873          0.7419555127873          0.50733036966423         0.50733036966423         1.137649524105           0.0011966155443492       -0.15982400002153        -0.71189511974983        -0                       -0
